1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,26,26,26,26,26,26,26,1,1,1,1,
1,1,1,1,12,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,26,1,1,1,1,
1,1,1,1,12,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,12,0,0,-1,30,30,30,30,30,30,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,12,0,0,-1,37,37,37,37,37,37,37,37,37,37,37,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,12,0,0,0,37,37,37,37,37,37,37,37,37,37,37,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,12,42,0,0,37,37,37,37,37,37,37,37,37,37,37,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,13,-1,0,-1,37,37,37,37,37,37,37,37,37,37,37,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,26,0,0,0,0,0,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,26,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,25,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,26,26,26,26,26,26,26,26,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,26,46,26,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,26,-1,26,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,26,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,44,-1,-1,11,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,26,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,43,0,-1,6,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,26,26,26,26,26,26,0,-1,-1,-1,-1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,0,-1,-1,-1,-1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,0,0,0,0,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,18,23,23,23,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,26,1,1,1,26,27,27,27,27,-1,26,1,1,1,1,
1,1,1,1,1,26,26,26,26,26,26,-1,-1,-1,-1,-1,26,26,26,26,26,26,26,26,26,26,26,26,0,-1,-1,-1,0,-1,-1,26,1,1,1,26,-1,-1,-1,-1,0,26,1,1,1,1,
1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,26,-1,-1,-1,-1,0,26,1,1,1,1,
1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,26,-1,-1,-1,-1,0,26,1,1,1,1,
1,1,1,1,1,26,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,26,26,26,-1,-1,-1,46,26,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,26,-1,-1,-1,-1,0,26,1,1,1,1,
1,1,1,1,1,26,26,26,26,26,26,-1,-1,-1,-1,-1,26,26,26,26,26,26,26,26,26,26,26,26,-1,-1,-1,-1,-1,-1,-1,26,26,26,26,26,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,30,30,30,30,30,26,1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,26,37,37,37,37,37,26,1,1,1,1,1,1,1,1,1,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,1,1,1,1,
