1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,9,9,9,9,9,9,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,21,4,0,0,0,0,0,0,0,5,22,23,23,23,23,23,23,23,23,23,23,23,23,23,25,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,27,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,27,0,0,0,0,18,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,27,0,0,0,0,0,0,0,27,27,27,27,0,0,0,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,27,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
1,1,1,1,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,12,27,0,0,0,39,28,29,11,1,1,1,1,1,1,1,1,1,
